RunNumber,stop.at,NumCycle,NumCar
,4,7.000000,3.000000
RunNumber,stop.at,NumCycle,NumCar
,4,4.000000,6.000000
RunNumber,stop.at,NumCycle,NumCar
,4,4.000000,6.000000
RunNumber,stop.at,NumCycle,NumCar
,4,6.000000,4.000000
